time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
16,288000;0,0355;0,0080;-0,0117;0,038
16,300000;0,0262;-0,0023;-0,0298;0,040
16,316000;0,0025;-0,0340;-0,0480;0,059
16,320000;0,0457;-0,0083;-0,0044;0,047
16,374000;0,0696;-0,0116;0,0265;0,075
16,376000;0,0862;-0,0172;0,0119;0,089
16,377000;0,0812;0,0011;-0,0102;0,082
16,378000;0,0908;-0,0281;0,0137;0,096
16,379000;0,1004;-0,0523;-0,0052;0,113
16,381000;0,0694;-0,0760;-0,0168;0,104
16,388000;0,0673;-0,0782;-0,0016;0,103
16,399000;0,0436;-0,0897;0,0256;0,103
16,414000;0,0557;-0,0728;0,0668;0,113
16,420000;0,0988;-0,0632;0,0068;0,117
16,452000;0,0985;-0,0634;0,0059;0,117
16,453000;0,1341;0,0175;-0,0168;0,136
16,454000;0,1530;0,0480;0,0137;0,161
16,460000;0,1504;0,0497;-0,0491;0,166
16,468000;0,1358;0,0434;-0,0592;0,154
16,480000;0,1501;0,0302;-0,0810;0,173
16,488000;0,1406;0,0048;-0,0733;0,159
16,500000;0,1120;-0,0155;-0,0678;0,132
16,514000;0,1121;-0,0166;-0,0672;0,132
16,519000;0,1122;-0,0036;-0,0595;0,127
16,561000;0,0979;-0,0477;-0,0541;0,122
16,563000;0,1126;-0,0484;-0,0651;0,139
16,564000;0,1056;-0,0344;-0,0572;0,125
16,565000;0,1057;-0,0349;-0,0566;0,125
16,568000;0,0891;-0,0191;-0,0607;0,109
16,578000;0,0797;-0,0037;-0,0286;0,085
16,588000;0,0249;0,0001;-0,0396;0,047
16,599000;0,0204;-0,0125;-0,0696;0,074
16,608000;0,0208;-0,0273;-0,0705;0,078
16,618000;0,0235;-0,0180;-0,0957;0,100
16,656000;0,0238;-0,0186;-0,0946;0,099
16,657000;0,0122;-0,0122;-0,0810;0,083
16,658000;-0,0017;-0,0201;-0,0673;0,070
16,662000;-0,0013;-0,0208;-0,0659;0,069
16,669000;0,0850;-0,0335;-0,0627;0,111
16,678000;0,0851;-0,0343;-0,0624;0,111
16,689000;0,1258;-0,0398;-0,0839;0,156
16,698000;0,1283;-0,0353;-0,0833;0,157
16,714000;0,0834;-0,0661;-0,0525;0,119
16,720000;0,0174;-0,0745;-0,0301;0,082
16,764000;-0,0293;-0,0610;0,0218;0,071
16,765000;-0,0596;-0,0191;0,0151;0,064
16,767000;-0,0544;-0,0478;-0,0338;0,080
16,768000;-0,0543;-0,0483;-0,0335;0,080
16,770000;0,0581;-0,0274;-0,0817;0,104
16,781000;0,1370;-0,0202;-0,0891;0,165
16,789000;0,1678;0,0015;-0,0758;0,184
16,799000;0,2153;0,0519;-0,0438;0,226
16,810000;0,2698;0,1065;-0,0146;0,290
16,818000;0,2691;0,1434;-0,0217;0,306
16,858000;0,2686;0,1413;-0,0231;0,304
16,860000;0,1681;0,0864;-0,0944;0,211
16,861000;0,1231;0,0107;-0,1210;0,173
16,862000;0,1239;0,0100;-0,1179;0,171
16,868000;0,1055;-0,0981;-0,1798;0,230
16,879000;0,0560;-0,0742;-0,1557;0,181
16,889000;0,0566;-0,0746;-0,1535;0,180
16,900000;0,0067;0,0326;-0,0801;0,087
16,909000;0,0094;0,0249;-0,0932;0,097
16,919000;0,0097;0,0226;-0,0706;0,075
16,971000;0,0293;0,0259;-0,0908;0,099
16,972000;0,0680;-0,0258;-0,0824;0,110
16,974000;0,0396;-0,0346;-0,0743;0,091
16,975000;0,0254;-0,0366;-0,0593;0,074
16,979000;0,0112;-0,0483;-0,0397;0,064
16,980000;0,0544;-0,0716;-0,0394;0,098
16,989000;0,0905;-0,0731;-0,0629;0,132
17,009000;0,0906;-0,0718;-0,0628;0,132
17,012000;0,0882;-0,1349;-0,0150;0,162
17,020000;0,0978;-0,1406;-0,0129;0,172
17,051000;0,0906;-0,1101;0,0012;0,143
17,053000;0,1262;-0,0660;-0,0004;0,142
17,054000;0,1304;-0,0486;-0,0143;0,140
17,058000;0,1348;-0,0432;-0,0305;0,145
17,069000;0,0961;-0,0354;-0,0343;0,108
17,080000;0,0649;-0,0392;-0,0324;0,082
17,089000;0,0673;-0,0234;-0,0420;0,083
17,100000;0,0674;-0,0217;-0,0422;0,082
17,109000;0,0745;-0,0157;-0,0304;0,082
17,125000;0,1031;0,0379;-0,0287;0,114
17,132000;0,0954;0,0734;-0,0257;0,123
17,141000;0,0782;0,1035;-0,0128;0,130
17,175000;0,0468;0,0934;-0,0161;0,106
17,177000;0,0132;0,0360;-0,0282;0,048
17,178000;0,0135;-0,0040;-0,0657;0,067
17,182000;0,0139;-0,0030;-0,0643;0,066
17,189000;0,0382;-0,1385;-0,1304;0,194
17,201000;0,0382;-0,1381;-0,1303;0,194
17,209000;0,0571;-0,1214;0,0076;0,134
17,218000;0,0591;-0,0976;-0,0132;0,115
17,255000;0,1065;-0,0785;-0,0244;0,135
17,257000;0,1613;-0,0566;-0,0134;0,171
17,257000;0,1420;-0,0388;-0,0067;0,147
17,260000;0,1445;-0,0453;-0,0065;0,152
17,269000;0,1278;-0,0784;-0,0207;0,151
17,278000;0,0538;-0,0922;-0,0130;0,108
17,289000;0,0542;-0,0913;-0,0117;0,107
17,301000;-0,0028;-0,0995;-0,0557;0,114
17,309000;0,0096;-0,0863;-0,0425;0,097
17,338000;0,0602;-0,0679;-0,0440;0,101
17,339000;0,0604;-0,0664;-0,0438;0,100
17,340000;0,1344;-0,0511;-0,0397;0,149
17,350000;0,1437;-0,0385;-0,0072;0,149
17,359000;0,1363;-0,0071;0,0109;0,137
17,369000;0,1288;-0,0235;0,0073;0,131
17,382000;0,0544;-0,0375;-0,1368;0,152
17,390000;0,1671;-0,0224;-0,0169;0,169
17,401000;0,1237;-0,0048;0,0130;0,124
17,410000;0,1428;0,0338;0,0010;0,147
17,422000;0,1357;0,0310;0,0634;0,153
17,478000;0,1357;0,0305;0,0634;0,153
17,480000;0,0949;0,0660;0,0132;0,116
17,481000;0,0854;0,0223;0,0254;0,092
17,483000;0,0663;0,0126;0,0016;0,067
17,484000;0,0663;-0,0358;-0,0196;0,078
17,485000;0,0616;-0,0146;0,0070;0,064
17,491000;0,0567;-0,0315;-0,0054;0,065
17,506000;0,0565;-0,0318;-0,0060;0,065
17,526000;0,0993;-0,0326;-0,0212;0,107
17,528000;0,1278;-0,0235;0,0235;0,132
17,532000;0,1085;-0,0454;0,0252;0,120
17,576000;0,1084;-0,0453;0,0249;0,120
17,577000;0,0964;-0,0789;-0,0015;0,125
17,579000;0,1227;-0,0981;-0,0376;0,161
17,579000;0,0818;-0,0810;-0,0070;0,115
17,580000;0,1870;-0,0643;-0,0509;0,204
17,590000;0,1220;-0,0124;-0,0136;0,123
17,603000;0,1122;0,0325;-0,0095;0,117
17,609000;0,0832;0,0394;-0,0080;0,092
17,639000;0,0856;0,0013;-0,0584;0,104
17,641000;0,0474;-0,0459;-0,0055;0,066
17,641000;0,0857;-0,0808;-0,0269;0,121
17,649000;0,0857;-0,0801;-0,0271;0,120
17,659000;0,0784;-0,0604;0,0201;0,101
17,669000;0,0781;-0,0606;0,0193;0,101
17,682000;0,0994;-0,0581;-0,0008;0,115
17,690000;0,0825;-0,0628;-0,0229;0,106
17,700000;0,0825;-0,0624;-0,0231;0,106
17,710000;0,0633;-0,1239;-0,0425;0,145
17,723000;0,0871;-0,1277;-0,0696;0,170
17,730000;0,1228;-0,1150;-0,0394;0,173
17,767000;0,1439;-0,0858;-0,0528;0,176
17,769000;0,1292;-0,0594;-0,0468;0,150
17,770000;0,0932;-0,0927;-0,0735;0,151
17,771000;0,0885;-0,0638;-0,0756;0,133
17,779000;0,0551;-0,0853;-0,0488;0,113
17,789000;0,0553;-0,0851;-0,0484;0,112
17,804000;0,0268;-0,0661;-0,0522;0,088
17,810000;0,0295;-0,0689;-0,0463;0,088
17,847000;0,0489;-0,0313;-0,0571;0,081
17,849000;0,0611;-0,0484;-0,0277;0,083
17,850000;0,0684;-0,0559;-0,0749;0,116
17,851000;0,0493;-0,0947;-0,0581;0,122
17,861000;0,0802;-0,1116;-0,0085;0,138
17,870000;0,1062;-0,1281;-0,0171;0,167
17,879000;0,1034;-0,1373;-0,0282;0,174
17,889000;0,0983;-0,1606;-0,0293;0,191
17,904000;0,1006;-0,1813;-0,0248;0,209
17,910000;0,1007;-0,1798;-0,0250;0,208
17,942000;0,1342;-0,1257;-0,0037;0,184
17,943000;0,1271;-0,1319;-0,0060;0,183
17,944000;0,0984;-0,1354;-0,0202;0,169
17,951000;0,0651;-0,1505;-0,0271;0,166
17,959000;0,0747;-0,1505;-0,0059;0,168
17,969000;0,0914;-0,1382;-0,0135;0,166
17,981000;0,1202;-0,1042;-0,0211;0,160
17,989000;0,1416;-0,0583;0,0069;0,153
18,016000;0,1415;-0,0559;0,0060;0,152
18,022000;0,1675;0,1104;0,0596;0,209
18,023000;0,1671;0,1097;0,0584;0,208
18,029000;0,1310;0,1177;0,0314;0,179
18,056000;0,0832;0,0492;-0,0014;0,097
18,058000;0,0883;0,0459;-0,0146;0,101
18,060000;0,0384;0,0069;-0,0799;0,089
18,070000;0,0388;0,0063;-0,0784;0,088
18,079000;-0,0015;-0,0494;-0,0986;0,110
18,090000;-0,0013;-0,0499;-0,0978;0,110
18,107000;0,0560;-0,0409;-0,0574;0,090
18,113000;0,0845;-0,0028;-0,0223;0,087
18,143000;0,1128;0,0209;-0,0094;0,115
18,145000;0,1125;0,0203;-0,0106;0,115
18,145000;0,1385;-0,0117;-0,0281;0,142
18,151000;0,1385;-0,0125;-0,0280;0,142
18,161000;0,0932;-0,0227;-0,0250;0,099
18,173000;0,0862;-0,0403;-0,0122;0,096
18,179000;0,0721;-0,0291;-0,0088;0,078
18,189000;0,0580;-0,0233;-0,0029;0,063
18,205000;0,0558;-0,0034;-0,0331;0,065
18,211000;0,0560;-0,0054;-0,0321;0,065
18,242000;0,0801;0,0026;-0,1077;0,134
18,244000;0,0852;-0,0154;-0,1111;0,141
18,244000;0,0951;-0,0475;-0,1505;0,184
18,252000;0,0955;-0,0484;-0,1491;0,184
18,260000;0,0623;-0,0252;-0,1238;0,141
18,271000;0,0627;0,0144;-0,0671;0,093
18,287000;0,0199;0,0469;-0,0490;0,071
18,293000;0,0081;0,0648;-0,0198;0,068
18,302000;0,0129;0,0468;-0,0432;0,065
18,312000;0,0227;0,0269;-0,0449;0,057
18,326000;0,0301;-0,0217;-0,0655;0,075
18,333000;0,0303;-0,0227;-0,0644;0,075
18,379000;0,0375;-0,0906;-0,0139;0,099
18,380000;0,0661;-0,0892;-0,1078;0,155
18,382000;0,0564;-0,0756;-0,0745;0,120
18,384000;0,0563;-0,0764;-0,0746;0,121
18,385000;0,0706;-0,0701;-0,0554;0,114
18,392000;0,0753;-0,0420;-0,0437;0,097
18,407000;0,0992;-0,0452;-0,0966;0,146
18,411000;0,0751;-0,0317;-0,0874;0,120
18,443000;0,0846;-0,0250;-0,0611;0,107
18,445000;0,1038;0,0008;-0,0848;0,134
18,446000;0,0895;0,0003;-0,0991;0,134
18,453000;0,0990;0,0116;-0,0751;0,125
18,462000;0,0894;-0,0202;-0,1014;0,137
18,472000;0,0822;-0,0062;-0,0631;0,104
18,481000;0,0917;0,0005;-0,0872;0,127
18,490000;0,0678;-0,0239;-0,0536;0,090
18,511000;0,0796;0,0041;-0,0827;0,115
18,512000;0,0602;0,0248;-0,0643;0,091
18,541000;0,0743;0,0068;-0,0674;0,101
18,542000;0,0741;0,0058;-0,0681;0,101
18,543000;0,0548;-0,0309;-0,1040;0,122
18,553000;0,0431;-0,0361;-0,1368;0,148
18,561000;0,0410;-0,0364;-0,1261;0,137
18,572000;0,0532;-0,0534;-0,0986;0,124
18,584000;0,0440;-0,0272;-0,0616;0,080
18,594000;0,0632;-0,0301;-0,0492;0,086
18,609000;0,0990;-0,0091;-0,0854;0,131
18,613000;0,1013;-0,0291;-0,1047;0,149
18,652000;0,0966;-0,0249;-0,0973;0,139
18,653000;0,0895;-0,0374;-0,1015;0,140
18,654000;0,0659;-0,0427;-0,1194;0,143
18,656000;0,0711;-0,0499;-0,0798;0,118
18,662000;0,0667;-0,0308;-0,0570;0,093
18,674000;0,0884;-0,0285;-0,0849;0,126
18,683000;0,0694;-0,0262;-0,0557;0,093
18,693000;0,0958;-0,0142;-0,0532;0,110
18,708000;0,0958;-0,0144;-0,0529;0,110
18,713000;0,0983;-0,0170;-0,0670;0,120
18,747000;0,0889;-0,0315;-0,0952;0,134
18,748000;0,0891;-0,0121;-0,0490;0,102
18,749000;0,1012;0,0049;-0,0389;0,109
18,756000;0,0822;-0,0117;-0,0121;0,084
18,764000;0,0703;-0,0259;-0,0213;0,078
18,773000;0,0704;-0,0257;-0,0210;0,078
18,783000;0,0609;-0,0064;0,0056;0,061
18,793000;0,0609;-0,0063;0,0057;0,062
18,808000;0,0730;-0,0732;-0,0300;0,108
18,813000;0,0994;-0,1088;-0,0418;0,153
18,847000;0,0994;-0,1084;-0,0417;0,153
18,849000;0,1354;-0,0622;-0,1398;0,204
18,849000;0,1543;-0,0594;0,0243;0,167
18,855000;0,1495;-0,0091;0,0385;0,155
18,862000;0,0968;0,0145;0,0029;0,098
18,873000;0,0419;0,0160;0,0060;0,045
18,885000;0,0134;0,0177;-0,0408;0,047
18,893000;0,0185;0,0027;-0,0517;0,055
18,909000;0,0475;0,0020;-0,0531;0,071
18,914000;0,0620;-0,0079;-0,0357;0,072
18,954000;0,0669;-0,0583;-0,0211;0,091
18,955000;0,0643;-0,0702;-0,0072;0,095
18,956000;0,0881;-0,0772;-0,0056;0,117
18,957000;0,0877;-0,0724;0,0004;0,114
18,963000;0,0944;-0,0626;-0,0206;0,115
18,974000;0,0867;-0,0458;0,0062;0,098
18,983000;0,1102;-0,0530;-0,0169;0,123
18,993000;0,1339;-0,0696;-0,0155;0,152
19,018000;0,1337;-0,0597;-0,0139;0,147
19,023000;0,1048;-0,0691;-0,0312;0,129
19,024000;0,0760;-0,0432;-0,0099;0,088
19,033000;0,0471;-0,0245;-0,0246;0,059
19,058000;0,0422;-0,0295;-0,0512;0,073
19,058000;0,0373;0,0040;-0,0613;0,072
19,065000;0,0802;0,0066;-0,0932;0,123
19,073000;0,0824;-0,0125;-0,0916;0,124
19,082000;0,1085;-0,0200;-0,1020;0,150
19,092000;0,0627;-0,0253;-0,0815;0,106
19,103000;0,0960;0,0078;-0,0988;0,138
19,113000;0,0864;-0,0188;-0,0942;0,129
19,148000;0,1128;0,0003;-0,0028;0,113
19,149000;0,1128;-0,0497;-0,1084;0,164
19,150000;0,0886;-0,0421;-0,0708;0,121
19,152000;0,0960;-0,0680;-0,0512;0,128
19,162000;0,0793;-0,0318;-0,0293;0,090
19,173000;0,0792;-0,0321;-0,0297;0,090
19,184000;0,1219;0,0080;-0,0478;0,131
19,193000;0,1212;0,0073;-0,0501;0,131
19,202000;0,1853;0,0186;-0,0233;0,188
19,213000;0,0531;0,0281;-0,1926;0,202
19,244000;0,1462;-0,0335;-0,0358;0,154
19,245000;0,1175;-0,0230;-0,0214;0,122
19,246000;0,0529;-0,0314;0,0098;0,062
19,253000;0,0267;-0,0424;0,0195;0,054
19,262000;0,0267;-0,0417;0,0195;0,053
19,273000;0,0171;-0,0580;0,0240;0,065
19,282000;0,0001;-0,0482;0,0138;0,050
19,293000;0,0286;-0,0602;-0,0229;0,071
19,311000;0,0284;-0,0603;-0,0238;0,071
19,314000;0,0950;-0,0580;-0,0419;0,119
19,350000;0,1258;-0,0774;-0,0409;0,153
19,352000;0,1373;-0,0661;-0,0448;0,159
19,353000;0,1225;-0,0903;-0,0415;0,158
19,354000;0,1223;-0,0976;-0,0301;0,159
19,365000;0,1223;-0,0969;-0,0304;0,159
19,374000;0,0960;-0,0985;-0,0421;0,144
19,383000;0,0819;-0,0926;-0,0273;0,127
19,394000;0,0892;-0,0677;-0,0054;0,112
19,403000;0,0940;-0,0525;-0,0126;0,108
19,413000;0,0700;-0,0666;0,0302;0,101
19,449000;0,0699;-0,0543;0,0202;0,091
19,450000;0,0698;-0,0760;0,0128;0,104
19,452000;0,0698;-0,0757;0,0125;0,104
19,454000;0,0769;-0,0584;0,0028;0,097
19,463000;0,0818;-0,0316;-0,0185;0,090
19,474000;0,0819;-0,0310;-0,0182;0,089
19,485000;0,0724;-0,0308;0,0130;0,080
19,494000;0,0843;-0,0332;0,0034;0,091
19,516000;0,0915;-0,0312;-0,0157;0,098
19,518000;0,0820;-0,0241;-0,0228;0,088
19,558000;0,0820;-0,0241;-0,0227;0,088
19,559000;0,1036;-0,0572;-0,0273;0,121
19,560000;0,1253;-0,0808;-0,0461;0,156
19,560000;0,1376;-0,0899;-0,0331;0,168
19,563000;0,1807;-0,0660;-0,0402;0,197
19,575000;0,1805;-0,0663;-0,0408;0,197
19,582000;0,1946;0,0500;-0,0224;0,202
19,593000;0,1610;0,0530;0,0064;0,170
19,605000;0,1277;0,0635;0,0314;0,146
19,614000;0,1283;0,0627;0,0334;0,147
19,639000;0,0667;0,0098;-0,0478;0,083
19,641000;0,0387;-0,0475;-0,0356;0,071
19,643000;0,0252;-0,0661;-0,0638;0,095
19,653000;0,0140;-0,0800;-0,0399;0,090
19,665000;0,0191;-0,0487;0,0141;0,054
19,675000;0,0527;-0,0056;0,0265;0,059
19,683000;0,0862;0,0061;0,0190;0,088
19,694000;0,1074;0,0346;0,0036;0,113
19,703000;0,1549;0,0531;0,0072;0,164
19,716000;0,1546;0,0524;0,0060;0,163
19,747000;0,1379;-0,0034;0,0232;0,140
19,749000;0,1381;-0,0038;0,0120;0,139
19,750000;0,1000;-0,0424;-0,0229;0,111
19,754000;0,0550;-0,0494;0,0050;0,074
19,765000;0,0506;-0,0847;-0,0056;0,099
19,776000;0,0460;-0,0941;-0,0170;0,106
19,787000;0,0938;-0,0604;-0,0172;0,113
19,796000;0,1008;-0,0603;-0,0299;0,121
19,805000;0,1220;-0,0291;-0,0121;0,126
19,815000;0,1503;-0,0076;0,0272;0,153
19,845000;0,1403;0,0186;-0,0054;0,142
19,847000;0,1544;-0,0008;0,0032;0,154
19,847000;0,1301;0,0083;-0,0146;0,131
19,855000;0,1300;0,0080;-0,0152;0,131
19,865000;0,1059;0,0364;-0,0035;0,112
19,877000;0,0892;0,0430;-0,0106;0,100
19,885000;0,0723;0,0467;0,0205;0,088
19,895000;0,0506;0,0430;0,0009;0,066
19,918000;0,0647;0,0274;-0,0069;0,071
19,920000;0,0668;-0,0237;-0,0511;0,087
19,970000;0,1023;-0,0292;-0,0522;0,119
19,973000;0,0470;-0,0417;-0,0313;0,070
19,978000;0,0278;-0,0466;-0,0845;0,100
19,979000;-0,0153;-0,0369;-0,0677;0,079
19,980000;-0,0057;-0,0534;-0,0340;0,064
19,982000;0,0136;-0,0387;-0,0409;0,058
19,986000;0,0445;-0,0130;-0,0557;0,072
19,996000;0,0441;-0,0141;-0,0570;0,073
20,006000;0,1418;-0,0225;-0,0369;0,148
20,020000;0,1293;-0,0547;-0,0602;0,153
20,053000;0,1289;-0,0557;-0,0614;0,153
20,054000;0,1287;-0,0421;-0,0429;0,142
20,056000;0,0879;-0,0640;-0,0357;0,114
20,057000;0,0712;-0,0642;-0,0163;0,097
20,065000;0,0712;-0,0647;-0,0165;0,098
20,074000;0,0901;-0,0864;-0,0937;0,156
20,087000;0,0901;-0,0867;-0,0939;0,156
20,096000;0,0565;-0,0843;-0,1252;0,161
20,105000;0,0564;-0,0842;-0,1254;0,161
20,118000;0,0398;-0,0935;-0,0556;0,116
20,158000;0,0567;-0,0384;-0,0718;0,099
20,159000;0,0879;0,0018;-0,0405;0,097
20,160000;0,0878;0,0009;-0,0405;0,097
20,161000;0,0878;0,0285;-0,0716;0,117
20,165000;0,0998;0,0487;-0,0880;0,142
20,175000;0,0760;-0,0051;-0,0633;0,099
20,184000;0,0762;-0,0059;-0,0623;0,099
20,195000;0,0550;-0,0663;-0,0681;0,110
20,208000;0,0505;-0,0689;-0,0744;0,113
20,216000;0,0698;-0,0838;-0,0571;0,123
20,225000;0,0818;-0,0866;-0,0400;0,126
20,265000;0,0985;-0,0871;-0,0400;0,138
20,268000;0,0985;-0,0874;-0,0402;0,138
20,269000;0,0770;-0,0680;-0,0019;0,103
20,270000;0,0963;-0,1013;-0,0659;0,155
20,275000;0,0966;-0,1008;-0,0647;0,154
20,285000;0,1160;-0,0980;-0,0690;0,167
20,297000;0,1160;-0,0980;-0,0687;0,167
20,306000;0,1066;-0,1077;-0,0898;0,176
20,316000;0,0948;-0,0647;-0,0794;0,140
20,334000;0,0903;-0,0428;-0,0569;0,115
20,336000;0,0620;-0,0399;-0,0006;0,074
20,382000;0,0576;-0,0559;-0,0041;0,080
20,384000;0,0508;-0,0577;-0,0221;0,080
20,385000;0,0774;-0,0768;-0,0234;0,112
20,386000;0,0776;-0,0764;-0,0229;0,111
20,388000;0,1206;-0,0262;-0,0613;0,138
20,398000;0,1182;-0,0173;-0,0854;0,147
20,408000;0,1181;-0,0183;-0,0856;0,147
20,418000;0,1134;-0,0172;-0,0968;0,150
20,425000;0,1066;-0,0206;-0,0979;0,146
20,453000;0,1022;-0,0354;-0,1156;0,158
20,456000;0,1169;-0,0238;-0,1047;0,159
20,456000;0,1172;-0,0241;-0,1034;0,158
20,466000;0,0768;-0,0032;-0,0616;0,098
20,475000;0,0317;0,0082;-0,0553;0,064
20,485000;0,0322;-0,0208;-0,0342;0,051
20,496000;0,0208;0,0053;-0,0395;0,045
20,508000;0,0188;-0,0238;-0,0523;0,060
20,523000;0,0144;-0,0287;-0,0509;0,060
20,565000;-0,0021;-0,0697;-0,0546;0,089
20,567000;0,0076;-0,0819;-0,0541;0,098
20,568000;0,0222;-0,1034;-0,0607;0,122
20,569000;0,0199;-0,1221;-0,0268;0,127
20,570000;0,0272;-0,0928;-0,0458;0,107
20,575000;0,0343;-0,0800;-0,0339;0,093
20,585000;0,0272;-0,0721;-0,0101;0,078
20,597000;0,0152;-0,0668;-0,0030;0,069
20,604000;0,0033;-0,0616;0,0235;0,066
20,617000;0,0106;-0,0539;0,0429;0,070
20,626000;0,0106;-0,0535;0,0428;0,069
20,652000;0,0487;-0,1176;-0,0060;0,127
20,653000;0,0604;-0,1479;-0,0189;0,161
20,656000;0,0601;-0,1473;-0,0202;0,160
20,665000;0,0810;-0,1394;-0,0321;0,164
20,675000;0,2097;-0,0861;-0,0034;0,227
20,686000;0,2209;-0,0093;-0,0014;0,221
20,696000;0,2298;0,0243;0,0011;0,231
20,704000;0,2414;0,0722;0,0356;0,254
20,716000;0,2149;0,1171;0,0016;0,245
20,724000;0,1766;0,1259;-0,0100;0,217
20,736000;0,1769;0,1247;-0,0087;0,217
20,761000;0,0720;0,0559;-0,0260;0,095
20,762000;0,0725;0,0540;-0,0241;0,094
20,765000;0,0226;0,0570;-0,0917;0,110
20,775000;0,0061;0,0550;-0,0736;0,092
20,784000;0,0302;0,0558;-0,0654;0,091
20,797000;0,0686;0,0446;-0,0433;0,093
20,807000;0,0876;0,0164;-0,0361;0,096
20,815000;0,0802;0,0146;-0,0390;0,090
20,825000;0,0871;0,0148;-0,0541;0,104
20,836000;0,1468;0,0131;-0,0304;0,150
20,886000;0,1346;-0,0173;-0,0163;0,137
20,888000;0,1346;-0,0192;-0,0162;0,137
20,889000;0,1394;0,0025;-0,0300;0,143
20,890000;0,1179;0,0122;-0,0652;0,135
20,891000;0,1181;0,0102;-0,0642;0,135
20,898000;0,1230;0,0084;-0,0705;0,142
20,905000;0,1160;0,0090;-0,0865;0,145
20,918000;0,1041;0,0433;-0,0738;0,135
20,927000;0,0874;0,0464;-0,0707;0,122
20,937000;0,0610;0,0497;-0,0873;0,118
20,946000;0,0608;0,0482;-0,0877;0,117
20,978000;0,0893;0,0463;-0,0570;0,116
20,979000;0,0700;0,0638;-0,0550;0,110
20,981000;0,0913;0,0069;-0,0269;0,095
20,986000;0,0958;-0,0040;-0,0130;0,097
20,995000;0,0717;-0,0076;0,0056;0,072
21,005000;0,0307;-0,0012;-0,0094;0,032
21,020000;0,0304;-0,0181;-0,0443;0,057
21,024000;0,0537;-0,0112;-0,0103;0,056
21,056000;0,0532;-0,0116;-0,0122;0,056
21,057000;0,0693;-0,0123;0,0169;0,072
21,058000;0,1046;-0,0328;-0,0209;0,112
21,066000;0,1040;-0,0248;-0,0203;0,109
21,075000;0,1014;-0,0713;-0,0403;0,130
21,084000;0,0653;-0,0674;-0,0982;0,136
21,095000;0,0389;-0,0945;-0,0693;0,123
21,106000;0,0461;-0,0782;-0,0380;0,098
21,121000;0,0675;-0,0668;-0,0481;0,106
21,125000;0,1031;-0,0338;-0,0275;0,112
21,161000;0,1170;0,0111;-0,0337;0,122
21,163000;0,1502;0,0034;-0,0012;0,150
21,164000;0,1428;-0,0068;0,0027;0,143
21,169000;0,1425;-0,0074;0,0020;0,143
21,176000;0,0968;-0,0414;-0,0417;0,113
21,186000;0,0941;-0,0613;-0,0403;0,119
21,196000;0,0938;-0,0616;-0,0415;0,120
21,206000;0,0887;-0,0452;-0,0761;0,125
21,224000;0,0933;-0,0456;-0,0981;0,143
21,230000;0,0980;-0,0674;-0,0719;0,139
21,262000;0,0766;-0,0625;-0,0620;0,117
21,264000;0,0863;-0,0597;-0,0664;0,124
21,265000;0,0767;-0,0405;-0,0688;0,111
21,267000;0,0791;-0,0574;-0,0449;0,108
21,276000;0,0647;-0,0265;-0,0330;0,077
21,287000;0,0646;-0,0265;-0,0335;0,077
21,297000;0,1624;-0,0147;-0,0706;0,178
21,305000;0,1643;0,0015;-0,0743;0,180
21,322000;0,1640;0,0006;-0,0753;0,180
21,326000;0,1399;0,0020;-0,0589;0,152
21,352000;0,0227;-0,0269;-0,0296;0,046
21,354000;0,0228;-0,0266;-0,0294;0,046
21,357000;0,0062;-0,0714;-0,0649;0,097
21,368000;0,0400;-0,0924;-0,0833;0,131
21,376000;0,0399;-0,0918;-0,0837;0,130
21,386000;0,0348;-0,1299;-0,0729;0,153
21,396000;0,0345;-0,1246;-0,0596;0,142
21,407000;0,0342;-0,1239;-0,0609;0,142
21,423000;0,0985;-0,0704;-0,0550;0,133
21,427000;0,1437;-0,0650;-0,0444;0,164
21,470000;0,1435;-0,0639;-0,0454;0,163
21,472000;0,0909;-0,0626;-0,0236;0,113
21,473000;0,0434;-0,0925;0,0086;0,103
21,474000;0,0439;-0,0911;0,0099;0,102
21,477000;-0,0156;-0,1158;-0,0081;0,117
21,486000;-0,0151;-0,1143;-0,0068;0,115
21,496000;0,0018;-0,0987;-0,0279;0,103
21,507000;0,0449;-0,0957;-0,0690;0,126
21,522000;0,1333;-0,0548;-0,0409;0,150
21,528000;0,1377;-0,0498;-0,0614;0,159
21,564000;0,1591;-0,0283;-0,0788;0,180
21,566000;0,1327;-0,0329;-0,0862;0,162
21,567000;0,1329;-0,0590;-0,0592;0,157
21,568000;0,1333;-0,0583;-0,0580;0,157
21,575000;0,1170;-0,0547;-0,0253;0,132
21,588000;0,0961;-0,0606;-0,0114;0,114
21,596000;0,0726;-0,0280;0,0139;0,079
21,605000;0,0730;-0,0266;0,0148;0,079
21,622000;0,0851;-0,0616;0,0369;0,111
21,630000;0,0827;-0,0393;-0,0232;0,095
21,671000;0,1066;-0,0291;-0,0092;0,111
21,673000;0,1112;-0,0358;-0,0122;0,117
21,675000;0,1183;-0,0112;-0,0105;0,119
21,676000;0,1468;0,0012;0,0102;0,147
21,677000;0,1346;-0,0007;0,0095;0,135
21,686000;0,1155;0,0117;-0,0027;0,116
21,696000;0,0582;-0,0258;0,0267;0,069
21,708000;0,0299;-0,0437;-0,0080;0,054
21,723000;0,0303;-0,0422;-0,0071;0,052
21,727000;0,0280;-0,0408;-0,0070;0,050
