Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
28.750	4.094802	-7.513027	666.915193	-6.236857	50.948090	1.069575	-7.639366	-0.935180
28.760	4.104845	-7.518971	666.545250	-6.196554	50.858657	1.067345	-7.630188	-0.929652
28.770	4.104764	-7.517434	666.238494	-6.157084	50.777182	1.067524	-7.621472	-0.924156
28.780	4.099795	-7.504628	666.048754	-6.120790	50.710491	1.070209	-7.613631	-0.918970
28.790	4.096184	-7.481890	665.996832	-6.087919	50.660001	1.074825	-7.606643	-0.914106
28.800	4.099403	-7.454574	666.071443	-6.056512	50.622482	1.080312	-7.600158	-0.909289
28.810	4.112605	-7.428981	666.236017	-6.023384	50.591995	1.085379	-7.593705	-0.904092
28.820	4.135783	-7.409208	666.439600	-5.985602	50.562102	1.088776	-7.586899	-0.898146
28.830	4.166082	-7.395636	666.629850	-5.941715	50.527571	1.089597	-7.579554	-0.891307
28.840	4.199116	-7.385584	666.765100	-5.892230	50.485133	1.087563	-7.571652	-0.883704
28.850	4.230512	-7.375409	666.822236	-5.839272	50.433285	1.083178	-7.563228	-0.875686
28.860	4.256976	-7.362654	666.798659	-5.785661	50.371538	1.077643	-7.554235	-0.867677
28.870	4.276825	-7.347055	666.708887	-5.733826	50.299712	1.072531	-7.544479	-0.860019
28.880	4.290325	-7.330064	666.578385	-5.684927	50.217713	1.069363	-7.533655	-0.852852
28.890	4.299919	-7.313427	666.437522	-5.638463	50.125804	1.069198	-7.521456	-0.846060
28.900	4.309959	-7.297766	666.316573	-5.592482	50.025057	1.072334	-7.507701	-0.839313
28.910	4.325597	-7.281933	666.240456	-5.544343	49.917573	1.078165	-7.492426	-0.832183
28.920	4.350952	-7.263451	666.222228	-5.491741	49.806244	1.085281	-7.475920	-0.824311
28.930	4.387211	-7.239919	666.257247	-5.433496	49.694192	1.091832	-7.458709	-0.815525
28.940	4.431585	-7.210760	666.321990	-5.369747	49.584167	1.096056	-7.441472	-0.805879
28.950	4.477696	-7.178402	666.380544	-5.301614	49.478184	1.096779	-7.424914	-0.795584
28.960	4.517335	-7.147997	666.397796	-5.230659	49.377491	1.093729	-7.409612	-0.784915
28.970	4.542957	-7.125471	666.354023	-5.158460	49.282782	1.087564	-7.395886	-0.774132
28.980	4.550068	-7.114581	666.253730	-5.086412	49.194420	1.079595	-7.383736	-0.763435
28.990	4.538787	-7.114479	666.124207	-5.015713	49.112487	1.071312	-7.372872	-0.752970
29.000	4.514020	-7.119247	666.004698	-4.947446	49.036684	1.063901	-7.362814	-0.742854
29.010	4.484069	-7.119993	665.931381	-4.882594	48.966287	1.057958	-7.353053	-0.733198
29.020	4.457917	-7.108630	665.924178	-4.821938	48.900314	1.053486	-7.343225	-0.724097
29.030	4.442076	-7.081420	665.980023	-4.765911	48.837813	1.050118	-7.333225	-0.715624
29.040	4.438356	-7.040567	666.075481	-4.714587	48.778043	1.047398	-7.323201	-0.707816
29.050	4.443737	-6.993366	666.178475	-4.667779	48.720390	1.045023	-7.313414	-0.700680
29.060	4.452474	-6.949614	666.263821	-4.625082	48.664125	1.043008	-7.304032	-0.694182
29.070	4.459231	-6.918514	666.323774	-4.585675	48.608235	1.041755	-7.294987	-0.688205
29.080	4.461544	-6.906153	666.367674	-4.547965	48.551417	1.041961	-7.285980	-0.682501
29.090	4.460563	-6.914182	666.412225	-4.509476	48.492150	1.044315	-7.276600	-0.676680
29.100	4.460137	-6.939767	666.469383	-4.467332	48.428766	1.049082	-7.266465	-0.670298
29.110	4.464973	-6.976496	666.538434	-4.419261	48.359590	1.055790	-7.255334	-0.663017
29.120	4.478638	-7.015867	666.605530	-4.364566	48.283255	1.063212	-7.243152	-0.654745
29.130	4.502050	-7.049049	666.650789	-4.304424	48.199142	1.069715	-7.230043	-0.645679
29.140	4.532870	-7.068678	666.660152	-4.241269	48.107793	1.073833	-7.216239	-0.636197
29.150	4.566038	-7.070435	666.635918	-4.177630	48.011114	1.074763	-7.201999	-0.626673
29.160	4.595294	-7.053981	666.599170	-4.115116	47.912290	1.072551	-7.187571	-0.617330
29.170	4.615216	-7.022820	666.581140	-4.054145	47.815351	1.067944	-7.173223	-0.608200
29.180	4.623005	-6.983025	666.607296	-3.994452	47.724409	1.062070	-7.159299	-0.599221
29.190	4.619309	-6.941284	666.682692	-3.935884	47.642666	1.056096	-7.146228	-0.590368
29.200	4.607691	-6.903047	666.786465	-3.878860	47.571479	1.050965	-7.134440	-0.581725
29.210	4.592990	-6.871373	666.877955	-3.824208	47.509867	1.047194	-7.124222	-0.573449
29.220	4.579368	-6.846698	666.910828	-3.772577	47.454750	1.044757	-7.115607	-0.565679
29.230	4.569032	-6.827426	666.848538	-3.723912	47.401906	1.043122	-7.108347	-0.558434
29.240	4.562171	-6.810929	666.675688	-3.677417	47.347338	1.041460	-7.102005	-0.551605
29.250	4.557876	-6.794552	666.403438	-3.632025	47.288615	1.038934	-7.096094	-0.545019
29.260	4.555345	-6.776407	666.069777	-3.587038	47.225816	1.034896	-7.090221	-0.538538
29.270	4.554637	-6.755990	665.735171	-3.542514	47.161815	1.028964	-7.084171	-0.532121
29.280	4.556671	-6.734563	665.472628	-3.499175	47.101778	1.021058	-7.077944	-0.525818
29.290	4.562609	-6.715002	665.351846	-3.457944	47.051795	1.011502	-7.071716	-0.519717
29.300	4.573085	-6.700795	665.420192	-3.419410	47.016830	1.001143	-7.065735	-0.513872
29.310	4.587803	-6.694334	665.685956	-3.383528	46.998521	0.991347	-7.060164	-0.508277
29.320	4.605666	-6.695309	666.110154	-3.349658	46.993648	0.983720	-7.054937	-0.502868
29.330	4.625142	-6.700195	666.611935	-3.316788	46.994034	0.979590	-7.049684	-0.497559
29.340	4.644489	-6.703304	667.088647	-3.283722	46.988241	0.979469	-7.043778	-0.492247
29.350	4.661834	-6.698917	667.444783	-3.249123	46.964719	0.982782	-7.036495	-0.486800
29.360	4.675415	-6.683401	667.618400	-3.211517	46.915322	0.987984	-7.027266	-0.481041
29.370	4.684111	-6.656424	667.594287	-3.169461	46.837815	0.993013	-7.015910	-0.474759
29.380	4.688076	-6.620974	667.400445	-3.121954	46.736345	0.995937	-7.002744	-0.467778
29.390	4.689160	-6.582311	667.092789	-3.068942	46.619790	0.995605	-6.988502	-0.460047
29.400	4.690846	-6.546230	666.736581	-3.011581	46.498746	0.992066	-6.974081	-0.451690
29.410	4.697439	-6.517153	666.391664	-2.952055	46.382442	0.986530	-6.960237	-0.442991
29.420	4.712568	-6.496640	666.104611	-2.893031	46.276660	0.980845	-6.947356	-0.434321
29.430	4.737503	-6.482750	665.906508	-2.837054	46.183133	0.976725	-6.935378	-0.426044
29.440	4.770152	-6.470615	665.812319	-2.786171	46.100155	0.975070	-6.923896	-0.418462
29.450	4.805442	-6.454407	665.818838	-2.741810	46.023871	0.975682	-6.912371	-0.411795
29.460	4.837334	-6.430208	665.902912	-2.704723	45.949670	0.977458	-6.900356	-0.406174
29.470	4.861838	-6.398379	666.025109	-2.674798	45.873335	0.978936	-6.887628	-0.401606
29.480	4.879463	-6.363838	666.141846	-2.650843	45.791726	0.978902	-6.874170	-0.397940
29.490	4.895363	-6.333918	666.222066	-2.630692	45.702997	0.976793	-6.860024	-0.394867
29.500	4.916844	-6.315055	666.259213	-2.611866	45.606571	0.972769	-6.845169	-0.392020
29.510	4.949681	-6.310161	666.270881	-2.592599	45.503153	0.967586	-6.829527	-0.389121
29.520	4.995428	-6.317771	666.286332	-2.572644	45.394893	0.962383	-6.813121	-0.386117
29.530	5.051081	-6.332935	666.329900	-2.553347	45.285494	0.958400	-6.796257	-0.383196
29.540	5.110965	-6.349156	666.410098	-2.536852	45.179871	0.956611	-6.779590	-0.380674
29.550	5.169509	-6.360592	666.519191	-2.524850	45.083169	0.957340	-6.763972	-0.378811
29.560	5.223325	-6.363941	666.640512	-2.517598	44.999268	0.960081	-6.750155	-0.377654
29.570	5.271667	-6.359416	666.756852	-2.513779	44.929350	0.963665	-6.738491	-0.377016
29.580	5.315369	-6.350338	666.855049	-2.511244	44.871250	0.966687	-6.728786	-0.376580
29.590	5.355158	-6.341493	666.926311	-2.508133	44.820108	0.967995	-6.720399	-0.376073
29.600	5.390486	-6.337179	666.964693	-2.503693	44.770111	0.967024	-6.712516	-0.375386
29.610	5.419542	-6.339880	666.966328	-2.498418	44.716537	0.963919	-6.704467	-0.374594
29.620	5.440185	-6.349750	666.930375	-2.493601	44.657137	0.959451	-6.695922	-0.373892
29.630	5.450997	-6.364568	666.860398	-2.490687	44.592386	0.954775	-6.686915	-0.373495
29.640	5.451899	-6.380068	666.763906	-2.490787	44.524653	0.951051	-6.677724	-0.373564
29.650	5.444339	-6.390993	666.649544	-2.494448	44.456855	0.949020	-6.668699	-0.374177
29.660	5.431189	-6.393021	666.524351	-2.501545	44.391258	0.948723	-6.660110	-0.375312
29.670	5.416419	-6.384959	666.394176	-2.511217	44.328901	0.949545	-6.652054	-0.376837
29.680	5.404557	-6.370020	666.267625	-2.521931	44.269729	0.950541	-6.644437	-0.378516
29.690	5.400075	-6.355295	666.160198	-2.531776	44.213152	0.950902	-6.637015	-0.380055
29.700	5.406726	-6.349451	666.094595	-2.538964	44.158597	0.950343	-6.629478	-0.381172
29.710	5.426690	-6.359624	666.095913	-2.542378	44.105732	0.949215	-6.621529	-0.381684
29.720	5.459518	-6.388761	666.183465	-2.541968	44.054308	0.948319	-6.612939	-0.381572
29.730	5.501421	-6.434408	666.362017	-2.538796	44.003831	0.948520	-6.603592	-0.380994
29.740	5.545760	-6.489304	666.615220	-2.534644	43.953252	0.950359	-6.593497	-0.380226
29.750	5.585213	-6.543494	666.904195	-2.531345	43.900716	0.953833	-6.582762	-0.379567
29.760	5.614972	-6.587193	667.173845	-2.530249	43.843429	0.958365	-6.571515	-0.379249
29.770	5.635373	-6.613410	667.367084	-2.532090	43.777894	0.962937	-6.559792	-0.379415
29.780	5.652460	-6.619628	667.442907	-2.537238	43.700759	0.966369	-6.547490	-0.380143
29.790	5.675959	-6.608283	667.390894	-2.546116	43.610166	0.967741	-6.534426	-0.381503
29.800	5.715548	-6.586067	667.235409	-2.559572	43.506959	0.966852	-6.520481	-0.383609
29.810	5.777123	-6.562137	667.027242	-2.579041	43.395027	0.964462	-6.505735	-0.386647
29.820	5.860709	-6.545514	666.825811	-2.606331	43.280459	0.962023	-6.490520	-0.390856
29.830	5.960792	-6.542307	666.678916	-2.642944	43.169838	0.960997	-6.475357	-0.396434
29.840	6.068691	-6.553620	666.608282	-2.689117	43.068380	0.962119	-6.460823	-0.403403
29.850	6.175720	-6.575004	666.606548	-2.743044	42.978653	0.965066	-6.447379	-0.411494
29.860	6.275655	-6.598025	666.645512	-2.800870	42.900319	0.968676	-6.435252	-0.420144
29.870	6.365541	-6.613656	666.689675	-2.857734	42.830895	0.971568	-6.424412	-0.428645
29.880	6.444936	-6.616021	666.707924	-2.909486	42.767179	0.972790	-6.414680	-0.436396
29.890	6.514567	-6.604758	666.680027	-2.954194	42.706844	0.972220	-6.405898	-0.443120
29.900	6.575445	-6.585010	666.599653	-2.992587	42.649749	0.970593	-6.398105	-0.448933
29.910	6.628765	-6.565287	666.476755	-3.027319	42.598595	0.969195	-6.391610	-0.454227
29.920	6.676031	-6.554291	666.338990	-3.061665	42.558626	0.969389	-6.386933	-0.459476
29.930	6.718697	-6.557965	666.228625	-3.098392	42.536371	0.972170	-6.384651	-0.465064
29.940	6.757115	-6.577797	666.192127	-3.139113	42.537724	0.977891	-6.385204	-0.471202
29.950	6.789376	-6.610773	666.263938	-3.183958	42.565938	0.986224	-6.388750	-0.477882
29.960	6.811041	-6.650661	666.450340	-3.231409	42.620147	0.996308	-6.395097	-0.484869
29.970	6.816348	-6.689969	666.721011	-3.278444	42.695023	1.007026	-6.403731	-0.491727
29.980	6.800687	-6.722039	667.013910	-3.321243	42.781916	1.017345	-6.413947	-0.497927
29.990	6.763243	-6.742918	667.253922	-3.356467	42.871305	1.026629	-6.425036	-0.503027
30.000	6.708462	-6.752530	667.378949	-3.382668	42.955745	1.034777	-6.436485	-0.506859
30.010	6.645450	-6.754609	667.362203	-3.401189	43.032210	1.042132	-6.448104	-0.509647
30.020	6.585368	-6.755127	667.220604	-3.416102	43.102936	1.049213	-6.460073	-0.511990
30.030	6.537770	-6.759617	667.006356	-3.433178	43.174498	1.056409	-6.472877	-0.514714
30.040	6.507210	-6.770525	666.786927	-3.458301	43.255546	1.063776	-6.487162	-0.518652
30.050	6.491275	-6.786067	666.622343	-3.495887	43.354141	1.071010	-6.503554	-0.524418
30.060	6.480659	-6.801506	666.547527	-3.547791	43.475631	1.077591	-6.522510	-0.532264
30.070	6.461497	-6.812216	666.564031	-3.613018	43.621688	1.083066	-6.544261	-0.542036
30.080	6.419558	-6.816649	666.641937	-3.688274	43.790597	1.087328	-6.568833	-0.553262
30.090	6.345004	-6.817447	666.730072	-3.769187	43.978435	1.090784	-6.596138	-0.565324
30.100	6.235585	-6.820298	666.771747	-3.851755	44.180637	1.094320	-6.626051	-0.577672
30.110	6.096574	-6.831408	666.722860	-3.933439	44.393479	1.099030	-6.658461	-0.589966
30.120	5.937618	-6.854894	666.567805	-4.013395	44.615065	1.105788	-6.693252	-0.602099
30.130	5.768540	-6.891232	666.327595	-4.091846	44.845505	1.114828	-6.730249	-0.614089
30.140	5.596440	-6.937279	666.056058	-4.169029	45.086159	1.125507	-6.769124	-0.625928
30.150	5.425142	-6.987672	665.824183	-4.244410	45.338181	1.136411	-6.809332	-0.637467
30.160	5.256394	-7.036727	665.697675	-4.316608	45.600919	1.145800	-6.850094	-0.648434
30.170	5.091573	-7.079973	665.716223	-4.383960	45.870844	1.152231	-6.890450	-0.658533
30.180	4.932843	-7.114982	665.882454	-4.445247	46.141476	1.155101	-6.929373	-0.667572
30.190	4.783429	-7.141647	666.163849	-4.499984	46.404405	1.154856	-6.965915	-0.675507
30.200	4.647185	-7.161934	666.504746	-4.548138	46.651083	1.152804	-6.999362	-0.682386
30.210	4.527888	-7.178887	666.842080	-4.589682	46.874727	1.150591	-7.029359	-0.688271
30.220	4.428604	-7.194910	667.119064	-4.624562	47.071686	1.149527	-7.055965	-0.693214
30.230	4.351223	-7.210067	667.294196	-4.653218	47.241862	1.150019	-7.079615	-0.697326
30.240	4.296135	-7.221484	667.345918	-4.677215	47.388189	1.151382	-7.100993	-0.700868
30.250	4.262095	-7.224421	667.274442	-4.699324	47.515554	1.152192	-7.120841	-0.704257
30.260	4.246314	-7.214520	667.101211	-4.722815	47.629687	1.151006	-7.139799	-0.707961
30.270	4.244515	-7.190076	666.864495	-4.750362	47.736339	1.147080	-7.158327	-0.712343
30.280	4.250785	-7.153252	666.609468	-4.783280	47.840722	1.140749	-7.176724	-0.717554
30.290	4.257531	-7.109800	666.374674	-4.821553	47.947069	1.133306	-7.195212	-0.723550
30.300	4.256313	-7.067559	666.181361	-4.864490	48.058318	1.126473	-7.213999	-0.730205
30.310	4.239817	-7.034429	666.032288	-4.911418	48.176005	1.121683	-7.233284	-0.737414
30.320	4.204230	-7.016539	665.921006	-4.961807	48.300430	1.119450	-7.253177	-0.745104
30.330	4.150749	-7.017052	665.845626	-5.014754	48.431011	1.119105	-7.273610	-0.753141
30.340	4.085413	-7.035688	665.817866	-5.068346	48.566743	1.119051	-7.294299	-0.761221
30.350	4.017284	-7.068904	665.860743	-5.119537	48.706655	1.117444	-7.314841	-0.768860
30.360	3.955728	-7.110739	665.995094	-5.164765	48.850078	1.113015	-7.334901	-0.775496
30.370	3.907743	-7.154187	666.221820	-5.201103	48.996487	1.105633	-7.354380	-0.780686
30.380	3.876212	-7.192752	666.509138	-5.227439	49.144804	1.096328	-7.373463	-0.784301
30.390	3.859517	-7.221716	666.791729	-5.245130	49.292494	1.086742	-7.392487	-0.786622
30.400	3.852559	-7.238724	666.984597	-5.257713	49.435205	1.078330	-7.411746	-0.788281
30.410	3.848637	-7.243669	667.009682	-5.269689	49.567695	1.071762	-7.431331	-0.790047
30.420	3.841404	-7.238094	666.827445	-5.284922	49.686048	1.066846	-7.451110	-0.792547
30.430	3.826248	-7.224538	666.460642	-5.305489	49.790139	1.062922	-7.470830	-0.796069
30.440	3.801010	-7.206045	665.997411	-5.331563	49.884829	1.059339	-7.490244	-0.800538
30.450	3.766174	-7.185897	665.568108	-5.362278	49.978831	1.055683	-7.509199	-0.805669
30.460	3.724638	-7.167490	665.302429	-5.396888	50.081436	1.051712	-7.527620	-0.811193
30.470	3.681112	-7.154239	665.283324	-5.435471	50.198555	1.047233	-7.545440	-0.817016
30.480	3.641250	-7.149370	665.516205	-5.478876	50.329972	1.042130	-7.562546	-0.823252
30.490	3.610538	-7.155415	665.925346	-5.528043	50.469171	1.036516	-7.578803	-0.830130
30.500	3.592921	-7.173420	666.378052	-5.583138	50.605675	1.030820	-7.594139	-0.837833
30.510	3.589449	-7.202159	666.726778	-5.642982	50.728631	1.025690	-7.608609	-0.846371
30.520	3.597604	-7.237846	666.854524	-5.705092	50.830064	1.021743	-7.622362	-0.855523
30.530	3.611927	-7.274671	666.710128	-5.766355	50.906835	1.019281	-7.635528	-0.864897
30.540	3.625894	-7.306159	666.324126	-5.823970	50.961160	1.018096	-7.648104	-0.874045
30.550	3.634179	-7.327014	665.800943	-5.876279	50.999967	1.017438	-7.659942	-0.882588
30.560	3.634171	-7.334905	665.289663	-5.923250	51.033350	1.016258	-7.670847	-0.890326
30.570	3.626205	-7.331545	664.941915	-5.966580	51.072302	1.013683	-7.680716	-0.897308
30.580	3.612825	-7.322386	664.868612	-6.009402	51.126079	1.009526	-7.689651	-0.903848
30.590	3.597738	-7.314868	665.107436	-6.055500	51.199754	1.004542	-7.697967	-0.910454
30.600	3.584956	-7.316074	665.610840	-6.108187	51.292624	1.000214	-7.706098	-0.917681
30.610	3.578318	-7.331126	666.259250	-6.169268	51.397974	0.998146	-7.714411	-0.925956
30.620	3.581305	-7.362846	666.895930	-6.238650	51.504453	0.999319	-7.723012	-0.935476
30.630	3.596859	-7.412083	667.372012	-6.314762	51.598901	1.003656	-7.731655	-0.946213
30.640	3.626934	-7.477804	667.586562	-6.395414	51.670025	1.010148	-7.739824	-0.957990
30.650	3.671720	-7.556788	667.509491	-6.478420	51.711809	1.017459	-7.746977	-0.970536
30.660	3.728918	-7.643522	667.182755	-6.561712	51.725467	1.024630	-7.752818	-0.983495
30.670	3.793753	-7.730770	666.703132	-6.643215	51.719140	1.031478	-7.757447	-0.996428
30.680	3.860156	-7.810679	666.193886	-6.720980	51.705335	1.038491	-7.761304	-1.008862
30.690	3.922712	-7.875946	665.772967	-6.793799	51.696883	1.046314	-7.764942	-1.020438
30.700	3.978228	-7.920915	665.524342	-6.861881	51.702783	1.055151	-7.768729	-1.031049
30.710	4.025887	-7.942867	665.478453	-6.926918	51.725462	1.064450	-7.772673	-1.040893
30.720	4.065972	-7.943341	665.606965	-6.991207	51.760501	1.073050	-7.776436	-1.050351
30.730	4.098264	-7.928597	665.834488	-7.056356	51.798967	1.079716	-7.779556	-1.059776
30.740	4.121324	-7.908266	666.065122	-7.122465	51.831357	1.083717	-7.781725	-1.069335
30.750	4.132987	-7.892310	666.215896	-7.188340	51.851518	1.085164	-7.782990	-1.078981
30.760	4.131584	-7.887647	666.245207	-7.252430	51.859007	1.084975	-7.783772	-1.088553
30.770	4.117268	-7.896191	666.164943	-7.313766	51.859120	1.084548	-7.784727	-1.097891
30.780	4.092773	-7.915302	666.031105	-7.372308	51.860817	1.085291	-7.786546	-1.106901
30.790	4.063019	-7.940258	665.917166	-7.428623	51.873475	1.088173	-7.789779	-1.115548
30.800	4.033404	-7.967225	665.882464	-7.483221	51.903722	1.093432	-7.794727	-1.123805
30.810	4.007575	-7.995047	665.949715	-7.536075	51.953350	1.100519	-7.801392	-1.131628
30.820	3.986024	-8.024985	666.100076	-7.586669	52.018779	1.108344	-7.809454	-1.138968
30.830	3.966479	-8.058771	666.284529	-7.634478	52.092070	1.115703	-7.818292	-1.145829
30.840	3.945868	-8.096278	666.443393	-7.679464	52.163193	1.121744	-7.827100	-1.152306
30.850	3.922673	-8.134164	666.525538	-7.722148	52.223027	1.126233	-7.835113	-1.158567
30.860	3.898361	-8.166317	666.502909	-7.763257	52.266245	1.129528	-7.841863	-1.164775
30.870	3.877119	-8.185950	666.378171	-7.803237	52.292985	1.132310	-7.847344	-1.170992
30.880	3.863917	-8.188441	666.182786	-7.841988	52.308559	1.135245	-7.851983	-1.177153
30.890	3.861736	-8.173576	665.964557	-7.878941	52.321244	1.138748	-7.856461	-1.183087
30.900	3.869344	-8.146126	665.769753	-7.913357	52.339109	1.142917	-7.861443	-1.188603
30.910	3.880883	-8.114510	665.629275	-7.944621	52.367286	1.147593	-7.867335	-1.193550
30.920	3.887607	-8.088043	665.554927	-7.972441	52.406654	1.152479	-7.874129	-1.197864
30.930	3.880991	-8.073799	665.543797	-7.996960	52.454174	1.157256	-7.881401	-1.201568
30.940	3.855781	-8.074189	665.584206	-8.018812	52.504369	1.161653	-7.888464	-1.204778
30.950	3.811825	-8.086220	665.659326	-8.039093	52.551213	1.165433	-7.894611	-1.207689
30.960	3.754331	-8.102764	665.749614	-8.059156	52.589826	1.168311	-7.899340	-1.210539
30.970	3.692664	-8.115371	665.836592	-8.080284	52.617575	1.169921	-7.902476	-1.213554
30.980	3.638029	-8.117434	665.907654	-8.103371	52.634386	1.169911	-7.904157	-1.216891
30.990	3.600604	-8.106531	665.959123	-8.128739	52.642198	1.168160	-7.904719	-1.220606
31.000	3.586946	-8.085216	665.995327	-8.156036	52.643836	1.164945	-7.904535	-1.224639
31.010	3.598445	-8.060122	666.023640	-8.184084	52.641802	1.160921	-7.903894	-1.228798
31.020	3.631238	-8.039722	666.047552	-8.210763	52.637482	1.156884	-7.902962	-1.232759
31.030	3.677454	-8.031434	666.061551	-8.233326	52.631024	1.153460	-7.901826	-1.236121
31.040	3.727251	-8.039102	666.051703	-8.249384	52.621872	1.150934	-7.900569	-1.238550
31.050	3.770872	-8.061827	666.003192	-8.258207	52.609684	1.149304	-7.899314	-1.239965
31.060	3.800210	-8.094613	665.911785	-8.261425	52.595204	1.148487	-7.898224	-1.240619
