Name,Sport,Date,Start time,Duration,Total distance (km),Average heart rate (bpm),Average speed (km/h),Max speed (km/h),Average pace (min/km),Max pace (min/km),Calories,Fat percentage of calories(%),Average cadence (rpm),Average stride length (cm),Running index,Training load,Ascent (m),Descent (m),Notes,Height (cm),Weight (kg),HR max,HR sit,VO2max,
Juan Jorquera Bonafonte,RUNNING,04/04/2018,13:06:11,00:48:45,8.72,152,10.7,19.8,05:36,03:02,624,24,80,,58,100,69,53,9,176.0,80.0,199,55,51,
Sample rate,Time,HR (bpm),Speed (km/h),Pace (min/km),Cadence,Altitude (m),Stride length (m),Distances (m),Temperatures (C),Power (W),
,00:31:16,159,8.9,06:44,79,75,,5848.50,30.6,,
,00:31:17,159,8.8,06:49,79,75,,5850.80,30.7,,
,00:31:18,159,8.8,06:49,79,75,,5853.10,30.6,,
,00:31:19,159,8.7,06:54,79,75,,5855.20,30.5,,
,00:31:20,159,8.7,06:54,79,75,,5856.80,30.6,,
,00:31:21,159,8.6,06:59,79,75,,5858.70,30.6,,
,00:31:22,159,8.6,06:59,79,75,,5860.60,30.6,,
,00:31:23,159,8.5,07:04,79,75,,5862.80,30.5,,
,00:31:24,159,8.5,07:04,79,75,,5865.10,30.6,,
,00:31:25,159,8.4,07:09,79,75,,5867.20,30.6,,
,00:31:26,159,8.3,07:14,79,75,,5869.40,30.5,,
,00:31:27,159,8.3,07:14,79,75,,5871.50,30.6,,
,00:31:28,159,8.2,07:19,79,75,,5873.70,30.6,,
,00:31:29,159,8.3,07:14,79,75,,5876.00,30.6,,
,00:31:30,159,8.3,07:14,79,76,,5878.50,30.6,,
,00:31:31,159,8.6,06:59,82,76,,5881.00,30.7,,
,00:31:32,159,9.0,06:40,82,76,,5883.80,30.7,,
,00:31:33,159,9.5,06:19,83,76,,5887.20,30.7,,
,00:31:34,160,9.9,06:04,84,76,,5891.00,30.6,,
,00:31:35,160,12.5,04:48,85,76,,5895.00,30.8,,
,00:31:36,160,13.0,04:37,87,76,,5899.40,30.6,,
,00:31:37,160,13.4,04:29,87,76,,5903.90,30.7,,
,00:31:38,160,13.5,04:27,87,76,,5908.20,30.6,,
,00:31:39,160,13.6,04:25,87,76,,5912.80,30.7,,
,00:31:40,161,13.6,04:25,87,77,,5917.20,30.8,,
,00:31:41,161,13.6,04:25,87,77,,5921.10,30.7,,
,00:31:42,161,13.6,04:25,87,77,,5924.80,30.8,,
,00:31:43,161,13.5,04:27,87,77,,5928.30,30.8,,
,00:31:44,161,13.6,04:25,87,77,,5931.50,30.8,,
,00:31:45,161,13.7,04:23,87,77,,5935.20,30.8,,
,00:31:46,161,13.8,04:21,87,77,,5938.90,30.8,,
,00:31:47,162,14.0,04:17,87,77,,5942.90,30.8,,
,00:31:48,162,14.2,04:14,87,77,,5946.90,30.8,,
,00:31:49,163,14.4,04:10,86,77,,5951.00,30.8,,
,00:31:50,163,14.5,04:08,85,77,,5955.70,30.8,,
,00:31:51,164,14.6,04:07,85,77,,5960.40,30.8,,
,00:31:52,164,14.6,04:07,85,77,,5965.20,30.8,,
,00:31:53,164,14.6,04:07,85,77,,5969.70,30.8,,
,00:31:54,164,14.6,04:07,85,77,,5973.80,30.8,,
,00:31:55,165,14.6,04:07,85,77,,5977.70,30.8,,
,00:31:56,165,14.6,04:07,85,77,,5981.50,30.9,,
,00:31:57,165,14.6,04:07,85,77,,5985.40,30.8,,
,00:31:58,166,14.5,04:08,85,78,,5989.30,30.9,,
,00:31:59,166,14.5,04:08,85,78,,5992.90,30.8,,
,00:32:00,166,14.4,04:10,85,78,,5996.60,30.9,,
,00:32:01,167,14.4,04:10,86,78,,6000.30,30.9,,
,00:32:02,167,14.3,04:12,85,79,,6004.10,31.0,,
,00:32:03,167,14.2,04:14,84,79,,6008.00,30.9,,
,00:32:04,167,14.2,04:14,84,79,,6011.80,30.9,,
,00:32:05,167,14.3,04:12,84,79,,6015.60,30.9,,
,00:32:06,167,14.4,04:10,84,79,,6019.40,30.8,,
,00:32:07,167,14.5,04:08,84,79,,6023.30,30.9,,
,00:32:08,167,14.5,04:08,83,79,,6027.30,30.9,,
,00:32:09,168,14.5,04:08,83,79,,6031.10,30.9,,
,00:32:10,168,14.5,04:08,83,79,,6035.10,30.9,,
,00:32:11,168,14.4,04:10,83,79,,6039.30,30.9,,
,00:32:12,168,14.4,04:10,83,79,,6043.30,30.9,,
,00:32:13,168,14.3,04:12,83,79,,6047.30,30.9,,
,00:32:14,168,14.2,04:14,84,79,,6050.90,30.9,,
,00:32:15,168,14.2,04:14,84,79,,6054.40,30.9,,
,00:32:16,168,14.1,04:15,83,79,,6057.80,30.9,,
,00:32:17,168,14.1,04:15,84,79,,6061.40,30.9,,
,00:32:18,168,14.1,04:15,84,79,,6065.20,31.0,,
,00:32:19,168,14.0,04:17,84,79,,6068.80,30.9,,
,00:32:20,168,14.1,04:15,84,79,,6072.50,31.0,,
,00:32:21,168,14.0,04:17,84,79,,6076.30,30.9,,
,00:32:22,168,14.0,04:17,84,79,,6080.30,31.0,,
,00:32:23,168,14.0,04:17,83,79,,6084.30,31.0,,
,00:32:24,168,13.9,04:19,83,79,,6088.00,30.9,,
,00:32:25,168,13.8,04:21,83,79,,6091.70,30.9,,
,00:32:26,168,13.7,04:23,83,79,,6095.20,30.9,,
,00:32:27,168,13.6,04:25,84,79,,6098.90,31.0,,
,00:32:28,168,13.6,04:25,84,79,,6102.70,30.9,,
,00:32:29,168,13.6,04:25,84,79,,6106.20,31.0,,
,00:32:30,168,13.6,04:25,84,79,,6109.70,31.0,,
,00:32:31,168,13.6,04:25,83,79,,6113.20,31.0,,
,00:32:32,168,13.5,04:27,83,79,,6116.90,31.0,,
,00:32:33,168,13.5,04:27,83,79,,6120.50,31.0,,
,00:32:34,168,13.5,04:27,83,79,,6124.10,31.0,,
,00:32:35,168,13.4,04:29,83,79,,6127.60,31.0,,
,00:32:36,168,13.4,04:29,84,79,,6131.00,31.0,,
,00:32:37,169,13.3,04:31,84,79,,6134.50,31.0,,
,00:32:38,168,13.3,04:31,84,79,,6138.10,31.0,,
,00:32:39,168,13.3,04:31,83,79,,6141.50,31.0,,
,00:32:40,168,13.2,04:33,83,79,,6144.90,31.0,,
,00:32:41,168,13.2,04:33,83,79,,6148.10,31.0,,
,00:32:42,168,13.2,04:33,83,79,,6151.70,31.0,,
,00:32:43,169,13.1,04:35,83,79,,6155.20,31.2,,
,00:32:44,169,13.1,04:35,83,79,,6158.50,31.0,,
,00:32:45,169,13.1,04:35,84,79,,6161.90,31.0,,
,00:32:46,169,13.0,04:37,84,79,,6165.30,31.0,,
,00:32:47,169,13.0,04:37,84,79,,6168.50,31.0,,
,00:32:48,169,12.9,04:39,84,79,,6172.00,31.0,,
,00:32:49,169,12.9,04:39,84,79,,6175.10,31.0,,
,00:32:50,169,12.6,04:46,84,79,,6178.50,31.0,,
,00:32:51,169,12.3,04:53,84,79,,6181.20,31.0,,
,00:32:52,169,12.0,05:00,83,79,,6183.70,31.0,,
,00:32:53,169,11.7,05:08,83,79,,6186.20,31.0,,
,00:32:54,169,10.8,05:33,83,80,,6188.60,31.0,,
,00:32:55,169,10.1,05:56,83,80,,6190.40,31.0,,
,00:32:56,169,9.6,06:15,82,80,,6192.40,31.0,,
,00:32:57,169,9.2,06:31,82,80,,6194.00,31.0,,
,00:32:58,169,9.0,06:40,82,80,,6195.80,31.0,,
,00:32:59,169,8.9,06:44,81,80,,6197.40,31.0,,
,00:33:00,168,8.8,06:49,80,80,,6199.50,31.0,,
,00:33:01,168,8.8,06:49,80,80,,6201.80,31.3,,
,00:33:02,168,8.9,06:44,80,80,,6204.00,31.1,,
,00:33:03,167,8.9,06:44,79,80,,6206.40,31.0,,
,00:33:04,167,8.9,06:44,80,79,,6208.80,31.0,,
,00:33:05,167,8.9,06:44,80,79,,6211.40,31.1,,
,00:33:06,167,8.9,06:44,80,79,,6214.10,31.0,,
,00:33:07,167,8.9,06:44,80,79,,6216.70,31.1,,
,00:33:08,167,8.9,06:44,80,79,,6219.30,31.1,,
,00:33:09,167,8.9,06:44,80,79,,6221.90,31.1,,
,00:33:10,167,8.9,06:44,80,79,,6224.30,31.1,,
,00:33:11,166,8.9,06:44,80,79,,6226.90,31.1,,
,00:33:12,166,8.9,06:44,80,79,,6229.20,31.1,,
,00:33:13,165,8.9,06:44,79,79,,6231.80,31.2,,
,00:33:14,165,8.9,06:44,80,78,,6234.20,31.1,,
,00:33:15,165,8.9,06:44,79,78,,6236.60,31.1,,
,00:33:16,165,8.9,06:44,79,78,,6238.90,31.1,,
,00:33:17,165,9.0,06:40,79,78,,6241.50,31.1,,
,00:33:18,164,9.0,06:40,79,78,,6244.00,31.1,,
,00:33:19,164,9.0,06:40,79,78,,6246.70,31.2,,
,00:33:20,164,9.0,06:40,79,78,,6249.10,31.1,,
,00:33:21,163,9.0,06:40,79,78,,6251.70,31.1,,
,00:33:22,163,9.0,06:40,79,78,,6254.10,31.2,,
,00:33:23,162,9.0,06:40,79,78,,6256.60,31.2,,
,00:33:24,162,8.9,06:44,79,78,,6259.00,31.1,,
,00:33:25,162,8.9,06:44,80,78,,6261.30,31.2,,
,00:33:26,162,8.9,06:44,80,78,,6263.60,31.1,,
,00:33:27,162,8.9,06:44,80,78,,6265.90,31.2,,
,00:33:28,162,8.9,06:44,80,77,,6268.10,31.2,,
,00:33:29,162,9.0,06:40,80,77,,6270.60,31.1,,
,00:33:30,162,9.0,06:40,80,77,,6273.30,31.1,,
,00:33:31,162,9.1,06:36,80,77,,6276.20,31.3,,
,00:33:32,162,9.2,06:31,80,77,,6279.20,31.1,,
,00:33:33,160,9.3,06:27,80,77,,6282.40,31.4,,
,00:33:34,160,9.6,06:15,79,77,,6285.90,31.3,,
,00:33:35,160,9.8,06:07,79,77,,6289.50,31.3,,
,00:33:36,160,10.1,05:56,79,77,,6293.10,31.3,,
,00:33:37,160,10.7,05:36,79,77,,6296.80,31.3,,
,00:33:38,159,11.2,05:21,79,77,,6300.50,31.4,,
,00:33:39,159,11.7,05:08,82,77,,6304.20,31.3,,
,00:33:40,159,12.1,04:58,83,77,,6307.80,31.4,,
,00:33:41,160,12.6,04:46,84,77,,6311.80,31.4,,
,00:33:42,160,12.9,04:39,84,76,,6315.90,31.4,,
,00:33:43,160,13.4,04:29,84,76,,6320.00,31.3,,
,00:33:44,160,13.7,04:23,84,76,,6324.30,31.4,,
,00:33:45,160,14.0,04:17,84,76,,6328.90,31.4,,
,00:33:46,160,14.3,04:12,84,76,,6333.50,31.4,,
,00:33:47,160,14.5,04:08,84,76,,6338.00,31.5,,
,00:33:48,161,14.6,04:07,84,76,,6342.60,31.3,,
,00:33:49,161,14.7,04:05,84,76,,6347.20,31.4,,
,00:33:50,161,14.8,04:03,83,75,,6351.80,31.4,,
,00:33:51,161,14.8,04:03,84,75,,6356.10,31.4,,
,00:33:52,161,14.8,04:03,84,75,,6360.10,31.3,,
,00:33:53,161,14.7,04:05,84,75,,6364.00,31.5,,
,00:33:54,161,14.6,04:07,84,75,,6367.70,31.3,,
,00:33:55,161,14.5,04:08,84,75,,6371.70,31.4,,
,00:33:56,162,14.5,04:08,83,75,,6375.70,31.5,,
,00:33:57,162,14.4,04:10,84,75,,6379.50,31.5,,
,00:33:58,162,14.4,04:10,83,75,,6383.00,31.4,,
,00:33:59,162,14.3,04:12,83,75,,6386.70,31.4,,
,00:34:00,163,14.2,04:14,83,75,,6390.30,31.5,,
,00:34:01,163,14.1,04:15,84,75,,6393.90,31.5,,
,00:34:02,163,14.1,04:15,84,75,,6397.70,31.4,,
,00:34:03,162,14.0,04:17,84,75,,6401.50,31.4,,
,00:34:04,162,13.9,04:19,84,75,,6405.00,31.5,,
,00:34:05,162,13.9,04:19,84,75,,6408.60,31.3,,
,00:34:06,163,13.8,04:21,83,75,,6412.40,31.4,,
,00:34:07,163,13.8,04:21,84,75,,6416.20,31.4,,
,00:34:08,163,13.8,04:21,84,75,,6419.80,31.4,,
,00:34:09,163,13.8,04:21,84,75,,6423.50,31.3,,
,00:34:10,163,13.8,04:21,84,75,,6427.60,31.4,,
,00:34:11,164,13.8,04:21,84,75,,6431.40,31.4,,
,00:34:12,164,13.8,04:21,84,75,,6435.40,31.5,,
,00:34:13,164,13.8,04:21,84,75,,6439.30,31.4,,
,00:34:14,164,13.8,04:21,84,75,,6443.10,31.4,,
,00:34:15,164,13.8,04:21,84,75,,6446.80,31.3,,
,00:34:16,164,13.7,04:23,84,75,,6450.40,31.4,,
,00:34:17,164,13.7,04:23,84,75,,6454.10,31.3,,
,00:34:18,164,13.6,04:25,84,75,,6457.60,31.4,,
,00:34:19,164,13.6,04:25,84,75,,6461.00,31.3,,
,00:34:20,164,13.6,04:25,84,75,,6464.70,31.4,,
,00:34:21,165,13.6,04:25,84,75,,6468.20,31.5,,
,00:34:22,165,13.6,04:25,84,75,,6471.80,31.4,,
,00:34:23,166,13.6,04:25,84,75,,6475.50,31.4,,
,00:34:24,166,13.6,04:25,84,76,,6479.30,31.3,,
,00:34:25,166,13.7,04:23,84,76,,6483.40,31.4,,
,00:34:26,166,13.7,04:23,84,76,,6487.40,31.3,,
,00:34:27,166,13.7,04:23,84,76,,6491.40,31.4,,
,00:34:28,166,13.8,04:21,84,76,,6495.40,31.5,,
,00:34:29,166,13.8,04:21,84,76,,6499.40,31.4,,
,00:34:30,167,13.7,04:23,86,76,,6503.30,31.5,,
,00:34:31,167,13.6,04:25,87,76,,6507.00,31.5,,
,00:34:32,167,13.5,04:27,85,77,,6510.40,31.4,,
,00:34:33,168,13.5,04:27,85,77,,6513.90,31.3,,
,00:34:34,168,13.6,04:25,85,77,,6516.90,31.4,,
,00:34:35,168,13.7,04:23,85,77,,6520.50,31.3,,
,00:34:36,168,13.9,04:19,85,77,,6524.20,31.5,,
,00:34:37,168,14.0,04:17,85,77,,6528.00,31.5,,
,00:34:38,169,14.2,04:14,85,77,,6531.60,31.3,,
,00:34:39,169,14.3,04:12,85,77,,6535.40,31.5,,
,00:34:40,169,14.3,04:12,85,77,,6539.90,31.4,,
,00:34:41,169,14.3,04:12,85,77,,6544.80,31.5,,
,00:34:42,169,14.3,04:12,85,78,,6549.50,31.4,,
,00:34:43,169,14.3,04:12,85,78,,6553.80,31.4,,
,00:34:44,169,14.3,04:12,85,78,,6557.80,31.4,,
,00:34:45,169,14.3,04:12,85,78,,6561.60,31.4,,
,00:34:46,170,14.3,04:12,85,78,,6565.50,31.5,,
,00:34:47,170,14.2,04:14,85,78,,6569.00,31.4,,
,00:34:48,170,14.1,04:15,86,79,,6572.60,31.5,,
,00:34:49,170,14.0,04:17,87,79,,6576.00,31.5,,
,00:34:50,170,13.8,04:21,85,79,,6579.30,31.5,,
,00:34:51,170,13.4,04:29,85,79,,6582.60,31.4,,
,00:34:52,170,12.9,04:39,85,80,,6585.70,31.5,,
,00:34:53,170,12.3,04:53,85,80,,6588.40,31.5,,
,00:34:54,170,11.6,05:10,82,80,,6590.60,31.5,,
,00:34:55,170,11.0,05:27,82,80,,6592.80,31.4,,
,00:34:56,170,10.5,05:43,81,80,,6595.00,31.4,,
,00:34:57,170,7.1,08:27,66,80,,6596.60,31.5,,
,00:34:58,170,6.0,10:00,66,80,,6597.20,31.5,,
,00:34:59,170,5.4,11:07,60,80,,6598.10,31.5,,
,00:35:00,169,5.4,11:07,60,80,,6598.90,31.5,,
,00:35:01,169,5.6,10:43,59,80,,6599.70,31.5,,
,00:35:02,169,5.7,10:32,58,81,,6600.60,31.5,,
,00:35:03,169,5.7,10:32,58,81,,6602.00,31.6,,
,00:35:04,168,5.7,10:32,58,81,,6603.10,31.5,,
,00:35:05,168,5.7,10:32,60,81,,6604.10,31.5,,
,00:35:06,168,5.6,10:43,60,81,,6605.40,31.7,,
,00:35:07,168,5.6,10:43,59,81,,6606.70,31.6,,
,00:35:08,168,5.5,10:55,58,82,,6608.10,31.5,,
,00:35:09,168,5.4,11:07,58,82,,6609.40,31.6,,
,00:35:10,168,5.2,11:32,58,82,,6610.50,31.5,,
,00:35:11,168,5.1,11:46,58,82,,6611.40,31.5,,
,00:35:12,168,5.0,12:00,58,82,,6612.20,31.6,,
,00:35:13,168,5.0,12:00,58,82,,6613.70,31.5,,
,00:35:14,168,5.0,12:00,58,82,,6615.10,31.6,,
,00:35:15,167,5.0,12:00,58,82,,6616.30,31.6,,
,00:35:16,167,4.9,12:15,58,82,,6617.40,31.6,,
,00:35:17,167,4.9,12:15,58,82,,6618.40,31.6,,
,00:35:18,167,4.8,12:30,58,81,,6619.70,31.6,,
,00:35:19,167,4.8,12:30,58,81,,6621.10,31.5,,
,00:35:20,167,4.8,12:30,58,81,,6622.40,31.6,,
,00:35:21,166,4.8,12:30,59,81,,6623.70,31.5,,
,00:35:22,166,4.8,12:30,59,81,,6624.90,31.6,,
,00:35:23,166,4.8,12:30,59,81,,6626.10,31.6,,
,00:35:24,166,4.8,12:30,59,81,,6627.50,31.6,,
,00:35:25,165,4.8,12:30,59,81,,6628.90,31.6,,
,00:35:26,165,4.8,12:30,58,81,,6630.20,31.5,,
,00:35:27,165,4.8,12:30,58,81,,6631.60,31.6,,
,00:35:28,165,4.8,12:30,58,81,,6633.00,31.7,,
,00:35:29,165,4.8,12:30,59,81,,6634.40,31.6,,
,00:35:30,165,4.8,12:30,59,81,,6635.80,31.8,,
,00:35:31,165,4.8,12:30,59,81,,6637.20,31.7,,
,00:35:32,157,4.8,12:30,59,81,,6638.70,31.6,,
,00:35:33,157,4.8,12:30,59,81,,6639.70,31.7,,
,00:35:34,157,4.8,12:30,59,81,,6641.20,31.6,,
,00:35:35,156,4.8,12:30,59,81,,6642.60,31.6,,
,00:35:36,156,4.9,12:15,59,81,,6644.00,31.6,,
,00:35:37,155,4.9,12:15,59,81,,6645.40,31.8,,
,00:35:38,155,4.9,12:15,59,81,,6646.90,31.8,,
,00:35:39,154,5.0,12:00,0,81,,6648.30,31.8,,
,00:35:40,154,5.0,12:00,0,81,,6650.00,31.6,,
,00:35:41,153,5.1,11:46,0,81,,6651.80,31.8,,
,00:35:42,153,5.2,11:32,0,81,,6654.10,31.8,,
,00:35:43,153,5.4,11:07,0,81,,6656.40,31.8,,
,00:35:44,153,5.8,10:21,0,81,,6658.90,31.7,,
,00:35:45,152,6.3,09:31,63,81,,6661.80,31.8,,
,00:35:46,151,6.9,08:42,63,81,,6664.90,31.8,,
,00:35:47,151,7.5,08:00,79,81,,6668.60,31.8,,
,00:35:48,151,11.3,05:19,82,81,,6672.60,31.8,,
,00:35:49,151,12.4,04:50,84,81,,6677.50,31.6,,
,00:35:50,151,13.1,04:35,84,81,,6681.80,31.8,,
,00:35:51,151,13.4,04:29,84,81,,6686.10,31.8,,
,00:35:52,151,13.9,04:19,84,81,,6690.50,31.8,,
,00:35:53,151,14.3,04:12,84,81,,6695.10,31.8,,
,00:35:54,151,14.4,04:10,84,81,,6699.90,31.7,,
,00:35:55,152,14.6,04:07,86,81,,6704.40,31.8,,
,00:35:56,152,14.7,04:05,87,81,,6708.70,31.8,,
,00:35:57,152,14.7,04:05,86,81,,6712.90,31.8,,
,00:35:58,153,14.8,04:03,85,81,,6717.40,31.8,,
,00:35:59,153,14.8,04:03,85,81,,6722.00,31.8,,
,00:36:00,153,14.9,04:02,85,81,,6726.40,31.8,,
,00:36:01,154,15.0,04:00,85,81,,6730.70,31.8,,
,00:36:02,154,15.0,04:00,85,81,,6735.10,31.8,,
,00:36:03,154,15.1,03:58,85,81,,6739.30,31.9,,
,00:36:04,155,15.1,03:58,85,81,,6743.40,31.7,,
,00:36:05,155,15.0,04:00,85,81,,6747.60,31.8,,
,00:36:06,155,15.0,04:00,85,81,,6751.90,31.6,,
,00:36:07,156,15.0,04:00,85,81,,6756.00,31.8,,
,00:36:08,156,15.0,04:00,85,81,,6760.20,31.8,,
,00:36:09,157,15.0,04:00,85,81,,6764.30,31.8,,
,00:36:10,157,15.0,04:00,85,80,,6768.50,31.7,,
,00:36:11,157,15.0,04:00,85,80,,6772.50,31.8,,
,00:36:12,157,15.0,04:00,85,80,,6776.60,31.8,,
,00:36:13,157,15.0,04:00,85,80,,6780.80,31.8,,
,00:36:14,157,15.0,04:00,85,80,,6784.90,31.6,,
,00:36:15,157,15.0,04:00,85,80,,6789.20,31.8,,
,00:36:16,158,15.0,04:00,85,80,,6793.50,31.8,,
,00:36:17,158,14.9,04:02,85,80,,6797.40,31.8,,
,00:36:18,159,14.8,04:03,85,81,,6801.10,31.8,,
,00:36:19,159,14.7,04:05,85,81,,6804.70,31.8,,
,00:36:20,159,14.6,04:07,84,81,,6807.90,31.6,,
,00:36:21,160,14.5,04:08,83,81,,6811.30,31.8,,
,00:36:22,160,14.3,04:12,84,81,,6814.40,31.6,,
,00:36:23,160,14.2,04:14,84,81,,6817.30,31.8,,
,00:36:24,160,14.1,04:15,84,81,,6820.20,31.8,,
,00:36:25,160,13.8,04:21,84,81,,6823.30,31.8,,
,00:36:26,161,13.5,04:27,84,81,,6826.40,31.8,,
,00:36:27,161,13.1,04:35,84,81,,6829.30,31.7,,
,00:36:28,162,12.6,04:46,84,81,,6831.60,31.8,,
,00:36:29,162,12.1,04:58,84,81,,6832.90,31.9,,
,00:36:30,162,11.7,05:08,84,81,,6833.40,31.9,,
,00:36:31,162,11.5,05:13,83,81,,6834.40,31.8,,
,00:36:32,163,11.4,05:16,84,83,,6836.40,31.8,,
,00:36:33,163,11.4,05:16,83,83,,6837.10,31.9,,
,00:36:34,163,11.5,05:13,83,84,,6838.10,31.8,,
,00:36:35,163,11.6,05:10,84,84,,6840.10,31.8,,
,00:36:36,164,11.7,05:08,84,83,,6844.40,31.8,,
,00:36:37,164,11.9,05:03,84,83,,6849.80,31.8,,
,00:36:38,164,12.0,05:00,83,83,,6854.80,31.8,,
,00:36:39,164,12.0,05:00,84,83,,6859.40,31.8,,
,00:36:40,165,12.1,04:58,84,83,,6863.60,31.8,,
,00:36:41,165,12.3,04:53,83,83,,6867.60,31.8,,
,00:36:42,165,12.4,04:50,83,83,,6871.70,31.8,,
,00:36:43,165,12.6,04:46,83,83,,6875.60,31.8,,
,00:36:44,165,12.7,04:43,83,82,,6879.60,31.8,,
,00:36:45,165,12.7,04:43,83,82,,6883.10,31.8,,
,00:36:46,165,12.7,04:43,83,82,,6886.40,31.8,,
,00:36:47,165,12.7,04:43,83,82,,6889.70,31.8,,
,00:36:48,165,12.7,04:43,83,82,,6893.20,31.8,,
,00:36:49,165,12.7,04:43,83,82,,6896.90,31.8,,
,00:36:50,165,12.7,04:43,83,82,,6900.50,31.8,,
,00:36:51,165,12.7,04:43,83,82,,6903.90,31.8,,
,00:36:52,165,12.7,04:43,83,82,,6907.30,31.8,,
,00:36:53,165,12.7,04:43,83,82,,6910.70,31.8,,
,00:36:54,165,12.7,04:43,82,82,,6914.10,31.8,,
,00:36:55,165,12.8,04:41,82,82,,6917.70,31.8,,
,00:36:56,165,12.8,04:41,82,82,,6921.40,31.8,,
,00:36:57,165,12.9,04:39,82,82,,6925.10,31.8,,
,00:36:58,165,12.9,04:39,82,82,,6928.80,31.9,,
,00:36:59,165,13.0,04:37,82,82,,6932.50,31.6,,
,00:37:00,165,13.0,04:37,82,82,,6936.50,31.8,,
,00:37:01,165,13.0,04:37,82,82,,6940.10,31.8,,
,00:37:02,165,13.1,04:35,81,82,,6943.90,31.8,,
,00:37:03,165,13.1,04:35,82,82,,6947.70,31.8,,
,00:37:04,165,13.2,04:33,82,81,,6951.50,31.7,,
,00:37:05,165,13.2,04:33,82,81,,6955.40,31.8,,
,00:37:06,165,13.1,04:35,82,81,,6959.00,31.8,,
,00:37:07,166,13.0,04:37,82,81,,6962.50,31.7,,
,00:37:08,166,12.8,04:41,82,81,,6965.80,31.9,,
,00:37:09,166,12.6,04:46,83,81,,6968.80,31.8,,
,00:37:10,166,12.5,04:48,84,81,,6972.00,31.8,,
,00:37:11,166,12.4,04:50,83,81,,6974.90,31.8,,
,00:37:12,166,12.3,04:53,83,82,,6978.00,31.8,,
,00:37:13,166,12.3,04:53,83,82,,6981.00,31.9,,
,00:37:14,166,12.3,04:53,83,82,,6984.00,31.8,,
,00:37:15,166,12.4,04:50,84,82,,6987.40,31.8,,
,00:37:16,166,12.4,04:50,84,82,,6991.10,31.8,,
,00:37:17,166,12.5,04:48,84,82,,6994.90,31.7,,
,00:37:18,166,12.5,04:48,83,83,,6998.70,31.8,,
,00:37:19,166,12.5,04:48,83,83,,7002.50,31.6,,
,00:37:20,166,12.6,04:46,83,83,,7006.30,31.8,,
,00:37:21,166,12.6,04:46,83,83,,7010.40,31.8,,
,00:37:22,166,12.6,04:46,84,83,,7014.20,31.8,,
,00:37:23,166,12.6,04:46,84,83,,7017.80,31.8,,
,00:37:24,166,12.6,04:46,83,83,,7021.40,31.8,,
,00:37:25,166,12.6,04:46,83,83,,7024.80,31.8,,
,00:37:26,166,12.6,04:46,83,83,,7028.10,31.9,,
,00:37:27,167,12.6,04:46,83,83,,7031.70,31.9,,
,00:37:28,167,12.5,04:48,83,83,,7035.10,31.8,,
,00:37:29,167,12.4,04:50,83,83,,7038.30,31.8,,
,00:37:30,167,12.3,04:53,83,84,,7041.40,31.8,,
,00:37:31,167,12.0,05:00,83,84,,7044.50,31.8,,
,00:37:32,167,11.6,05:10,83,85,,7047.40,31.8,,
,00:37:33,167,11.4,05:16,83,85,,7050.20,31.9,,
,00:37:34,167,11.2,05:21,83,85,,7053.00,31.8,,
,00:37:35,167,11.0,05:27,83,85,,7055.80,31.8,,
,00:37:36,167,10.9,05:30,83,86,,7058.40,31.8,,
,00:37:37,167,10.9,05:30,83,86,,7061.00,31.8,,
,00:37:38,167,10.8,05:33,83,86,,7063.70,31.9,,
,00:37:39,168,10.7,05:36,83,86,,7066.60,31.8,,
,00:37:40,168,10.8,05:33,84,87,,7069.30,31.8,,
,00:37:41,168,10.8,05:33,84,87,,7072.30,31.8,,
,00:37:42,168,10.8,05:33,83,87,,7075.50,31.9,,
,00:37:43,169,10.8,05:33,83,87,,7078.60,31.8,,
,00:37:44,169,10.9,05:30,83,88,,7081.40,31.8,,
,00:37:45,169,10.8,05:33,83,88,,7084.50,32.0,,
,00:37:46,169,10.8,05:33,83,88,,7087.60,31.9,,
,00:37:47,169,10.7,05:36,83,88,,7090.40,31.9,,
,00:37:48,169,10.7,05:36,83,88,,7093.10,31.9,,
,00:37:49,169,10.6,05:40,83,88,,7095.80,31.9,,
,00:37:50,169,10.6,05:40,83,88,,7098.40,31.8,,
,00:37:51,169,10.6,05:40,83,88,,7101.00,31.9,,
,00:37:52,169,10.6,05:40,83,88,,7103.90,31.9,,
,00:37:53,170,10.6,05:40,83,88,,7107.00,31.9,,
,00:37:54,170,10.7,05:36,82,88,,7109.90,31.9,,
,00:37:55,170,10.7,05:36,81,88,,7113.10,31.9,,
,00:37:56,170,10.7,05:36,81,88,,7116.40,31.9,,
,00:37:57,169,10.8,05:33,81,88,,7119.60,32.0,,
,00:37:58,169,10.8,05:33,81,88,,7122.80,31.9,,
,00:37:59,169,10.8,05:33,81,88,,7126.20,32.0,,
,00:38:00,169,10.8,05:33,81,88,,7129.40,31.9,,
,00:38:01,169,10.8,05:33,81,88,,7132.40,32.0,,
,00:38:02,169,10.8,05:33,81,88,,7135.40,31.9,,
,00:38:03,169,10.8,05:33,81,88,,7138.50,31.9,,
,00:38:04,169,10.8,05:33,81,88,,7141.40,31.9,,
,00:38:05,168,10.9,05:30,81,88,,7144.50,31.9,,
,00:38:06,168,10.9,05:30,81,88,,7147.60,31.8,,
,00:38:07,168,10.9,05:30,81,88,,7150.60,32.0,,
,00:38:08,168,10.9,05:30,81,88,,7153.60,31.8,,
,00:38:09,168,10.9,05:30,80,88,,7156.60,31.9,,
